YardLine,PenaltyTeam,PenaltyType,Referee,TeamType
98,NYJ,DELAY OF GAME,Bill Vinovich,Offense
47,DET,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
41,OAK,OFFENSIVE PASS INTERFERENCE,Clete Blakeman,Offense
25,OAK,DEFENSIVE HOLDING,Clete Blakeman,Defense
31,OAK,ILLEGAL BLOCK ABOVE THE WAIST,Clete Blakeman,Defense
52,DET,FALSE START,Clete Blakeman,Offense
8,OAK,OFFENSIVE HOLDING,Clete Blakeman,Offense
65,DET,DEFENSIVE HOLDING,Clete Blakeman,Defense
11,OAK,OFFENSIVE PASS INTERFERENCE,Clete Blakeman,Offense
75,DET,INTENTIONAL GROUNDING,Clete Blakeman,Offense
4,OAK,OFFENSIVE HOLDING,Clete Blakeman,Offense
27,DET,DEFENSIVE PASS INTERFERENCE,Clete Blakeman,Defense
47,OAK,DELAY OF GAME,Clete Blakeman,Offense
27,DET,PLAYER OUT OF BOUNDS ON PUNT,Clete Blakeman,Offense
67,OAK,DELAY OF GAME,Clete Blakeman,Offense
18,DET,ILLEGAL FORMATION,Clete Blakeman,Offense
99,DET,OFFENSIVE HOLDING,Clete Blakeman,Offense
55,PHI,UNSPORTSMANLIKE CONDUCT,John Parry,Offense
58,DET,NEUTRAL ZONE INFRACTION,John Parry,Defense
20,PHI,OFFENSIVE HOLDING,John Parry,Offense
76,DET,ILLEGAL CONTACT,John Parry,Defense
18,DET,OFFENSIVE HOLDING,John Parry,Defense
20,DET,DEFENSIVE HOLDING,John Parry,Defense
75,PHI,FACE MASK (15 YARDS),John Parry,Offense
77,DET,ILLEGAL USE OF HANDS,John Parry,Offense
40,DET,ILLEGAL FORMATION,John Parry,Offense
47,DET,DEFENSIVE OFFSIDE,Pete Morelli,Defense
20,PHI,ILLEGAL FORMATION,Pete Morelli,Offense
57,PHI,OFFENSIVE PASS INTERFERENCE,Pete Morelli,Offense
94,PHI,DELAY OF GAME,Pete Morelli,Offense
20,PHI,DELAY OF GAME,Pete Morelli,Offense
37,PHI,DEFENSIVE OFFSIDE,Pete Morelli,Defense
32,PHI,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
73,PHI,OFFENSIVE HOLDING,Pete Morelli,Offense
50,PHI,CHOP BLOCK,Pete Morelli,Offense
50,PHI,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
34,PHI,DEFENSIVE 12 ON-FIELD,Pete Morelli,Defense
64,PHI,OFFENSIVE HOLDING,Pete Morelli,Offense
87,DET,FALSE START,Pete Morelli,Offense
61,PHI,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
26,DET,UNSPORTSMANLIKE CONDUCT,Pete Morelli,Offense
82,PHI,UNNECESSARY ROUGHNESS,Pete Morelli,Defense
22,PHI,DEFENSIVE PASS INTERFERENCE,Pete Morelli,Defense
91,PIT,OFFENSIVE PASS INTERFERENCE,John Hussey,Offense
78,DET,UNNECESSARY ROUGHNESS,John Hussey,Defense
45,PIT,FALSE START,John Hussey,Offense
90,DET,OFFENSIVE HOLDING,John Hussey,Offense
73,DET,FALSE START,John Hussey,Offense
36,DET,DISQUALIFICATION,John Hussey,Defense
36,PIT,DEFENSIVE OFFSIDE,John Hussey,Defense
78,DET,FALSE START,John Hussey,Offense
12,DET,DEFENSIVE PASS INTERFERENCE,John Hussey,Defense
5,PIT,OFFENSIVE HOLDING,John Hussey,Offense
17,PIT,UNNECESSARY ROUGHNESS,John Hussey,Defense
14,DET,ILLEGAL USE OF HANDS,Tony Corrente,Offense
33,DET,DEFENSIVE OFFSIDE,Tony Corrente,Defense
40,SEA,FALSE START,Tony Corrente,Offense
40,DET,ILLEGAL BLOCK ABOVE THE WAIST,Tony Corrente,Offense
27,SEA,OFFENSIVE HOLDING,Tony Corrente,Offense
60,DET,OFFENSIVE HOLDING,Tony Corrente,Offense
54,DET,UNNECESSARY ROUGHNESS,Tony Corrente,Offense
45,SEA,ILLEGAL USE OF HANDS,Tony Corrente,Defense
82,SEA,FALSE START,Tony Corrente,Offense
48,SEA,PLAYER OUT OF BOUNDS ON KICK,Walt Anderson,Offense
54,SEA,ROUGHING THE PASSER,Walt Anderson,Defense
32,SEA,FACE MASK (15 YARDS),Walt Anderson,Defense
67,SEA,ILLEGAL SHIFT,Walt Anderson,Offense
43,DET,OFFENSIVE HOLDING,Walt Anderson,Defense
35,DET,OFFENSIVE HOLDING,Walt Anderson,Defense
28,SEA,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
99,SEA,ILLEGAL TOUCH PASS,Walt Anderson,Offense
43,DET,ILLEGAL USE OF HANDS,Walt Anderson,Defense
50,SEA,CHOP BLOCK,Walt Anderson,Offense
35,DET,ILLEGAL BLOCK ABOVE THE WAIST,Walt Anderson,Defense
27,SF,OFFENSIVE PASS INTERFERENCE,Bill Vinovich,Offense
85,DET,FALSE START,Bill Vinovich,Offense
35,DET,UNNECESSARY ROUGHNESS,Bill Vinovich,Offense
33,DET,UNNECESSARY ROUGHNESS,Bill Vinovich,Defense
36,SF,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
95,DET,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
58,SF,DEFENSIVE OFFSIDE,Bill Vinovich,Defense
75,SF,DEFENSIVE OFFSIDE,Bill Vinovich,Defense
34,SF,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
94,SF,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
86,DET,DELAY OF GAME,Bill Vinovich,Offense
51,SF,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
35,DET,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
92,SF,ILLEGAL MOTION,Bill Vinovich,Offense
61,SF,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
35,SF,OFFENSIVE HOLDING,Bill Vinovich,Defense
75,SF,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
84,DET,DEFENSIVE HOLDING,Bill Vinovich,Defense
86,DET,OFFENSIVE HOLDING,Bill Vinovich,Offense
28,SF,OFFENSIVE HOLDING,Bill Vinovich,Defense
85,DET,UNNECESSARY ROUGHNESS,NA,Defense
24,DET,ILLEGAL BLOCK ABOVE THE WAIST,NA,Defense
43,DET,DEFENSIVE HOLDING,NA,Defense
56,SF,FALSE START,NA,Offense
70,SF,OFFENSIVE HOLDING,NA,Offense
60,DET,DEFENSIVE PASS INTERFERENCE,NA,Defense
4,SF,UNNECESSARY ROUGHNESS,NA,Offense
4,DET,ILLEGAL BLOCK ABOVE THE WAIST,NA,Defense
40,DET,ILLEGAL CONTACT,NA,Defense
85,DET,DEFENSIVE HOLDING,NA,Defense
72,DET,OFFENSIVE HOLDING,NA,Offense
30,DET,OFFENSIVE HOLDING,NA,Offense
90,SF,FACE MASK (15 YARDS),NA,Defense
82,DET,OFFENSIVE HOLDING,NA,Offense
37,SF,DEFENSIVE HOLDING,NA,Defense
45,SF,DEFENSIVE PASS INTERFERENCE,NA,Defense
32,SF,OFFENSIVE HOLDING,NA,Defense
52,SF,FACE MASK (15 YARDS),NA,Defense
35,SF,FACE MASK (15 YARDS),NA,Defense
34,SF,DEFENSIVE OFFSIDE,NA,Defense
35,SF,ILLEGAL BLOCK ABOVE THE WAIST,NA,Defense
22,TB,OFFENSIVE HOLDING,Jeff Triplette,Offense
36,DET,INTERFERENCE WITH OPPORTUNITY TO CATCH,Jeff Triplette,Offense
33,DET,ROUGHING THE PASSER,Jeff Triplette,Defense
98,DET,OFFENSIVE HOLDING,Jeff Triplette,Offense
85,TB,NEUTRAL ZONE INFRACTION,Jeff Triplette,Defense
17,DET,DEFENSIVE OFFSIDE,Jeff Triplette,Defense
86,DET,FACE MASK (15 YARDS),Jeff Triplette,Defense
37,DET,DEFENSIVE PASS INTERFERENCE,Jeff Triplette,Defense
49,TB,OFFENSIVE HOLDING,Jeff Triplette,Offense
95,TB,PERSONAL FOUL,Jeff Triplette,Offense
31,DET,ILLEGAL BLOCK ABOVE THE WAIST,Jeff Triplette,Defense
19,DET,DEFENSIVE PASS INTERFERENCE,Jeff Triplette,Defense
57,TB,OFFENSIVE PASS INTERFERENCE,Jeff Triplette,Offense
45,DET,FALSE START,Jeff Triplette,Offense
33,TB,OFFENSIVE HOLDING,Jeff Triplette,Offense
65,DET,OFFENSIVE HOLDING,Ed Hochuli,Offense
15,TB,FALSE START,Ed Hochuli,Offense
21,TB,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
53,DET,OFFENSIVE PASS INTERFERENCE,Ed Hochuli,Offense
35,TB,OFFENSIVE HOLDING,Ed Hochuli,Defense
34,TB,DEFENSIVE HOLDING,Ed Hochuli,Defense
67,TB,ROUGHING THE PASSER,Ed Hochuli,Defense
67,DET,OFFENSIVE PASS INTERFERENCE,Ed Hochuli,Offense
57,DET,OFFENSIVE HOLDING,Ed Hochuli,Offense
33,DET,OFFENSIVE HOLDING,Ed Hochuli,Offense
85,TB,DEFENSIVE OFFSIDE,Ed Hochuli,Defense
40,TB,ILLEGAL USE OF HANDS,Ed Hochuli,Offense
60,DET,OFFENSIVE HOLDING,Ed Hochuli,Offense
62,DET,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
64,DET,FALSE START,Ed Hochuli,Offense
42,DET,DEFENSIVE PASS INTERFERENCE,Ed Hochuli,Defense
86,DET,OFFENSIVE HOLDING,Brad Allen,Offense
15,TEN,ILLEGAL USE OF HANDS,Brad Allen,Defense
40,DET,OFFENSIVE HOLDING,Brad Allen,Offense
79,DET,OFFENSIVE HOLDING,Brad Allen,Offense
54,TEN,DEFENSIVE HOLDING,Brad Allen,Defense
34,TEN,DEFENSIVE HOLDING,Brad Allen,Defense
91,TEN,OFFENSIVE PASS INTERFERENCE,Brad Allen,Offense
51,DET,DEFENSIVE PASS INTERFERENCE,Brad Allen,Defense
53,DET,ILLEGAL USE OF HANDS,Brad Allen,Defense
12,DET,DEFENSIVE PASS INTERFERENCE,Brad Allen,Defense
46,DET,UNNECESSARY ROUGHNESS,Brad Allen,Offense
28,DET,OFFENSIVE HOLDING,Brad Allen,Offense
58,DET,DELAY OF GAME,Brad Allen,Offense
35,TEN,OFFSIDE ON FREE KICK,Brad Allen,Offense
65,DET,OFFENSIVE PASS INTERFERENCE,Brad Allen,Offense
73,TEN,ILLEGAL CRACKBACK,Brad Allen,Offense
39,DET,ILLEGAL SHIFT,Brad Allen,Offense
99,DET,OFFENSIVE PASS INTERFERENCE,Brad Allen,Offense
53,DET,DEFENSIVE OFFSIDE,Brad Allen,Defense
89,DET,OFFENSIVE HOLDING,Brad Allen,Offense
95,TEN,DEFENSIVE PASS INTERFERENCE,Brad Allen,Defense
7,DET,DEFENSIVE OFFSIDE,Brad Allen,Defense
35,TEN,OFFENSIVE HOLDING,Brad Allen,Defense
20,DET,OFFENSIVE HOLDING,Brad Allen,Defense
80,TEN,ROUGHING THE PASSER,Brad Allen,Defense
21,TEN,DEFENSIVE OFFSIDE,Brad Allen,Defense
39,TEN,ILLEGAL BLOCK ABOVE THE WAIST,Brad Allen,Defense
38,DET,DEFENSIVE HOLDING,Brad Allen,Defense
63,DET,DEFENSIVE OFFSIDE,Brad Allen,Defense
42,TEN,OFFENSIVE HOLDING,Brad Allen,Defense
42,TEN,ILLEGAL USE OF HANDS,Brad Allen,Defense
45,WAS,ILLEGAL USE OF HANDS,Walt Coleman,Defense
56,WAS,FALSE START,Walt Coleman,Offense
87,DET,OFFENSIVE HOLDING,Walt Coleman,Offense
34,WAS,DEFENSIVE PASS INTERFERENCE,Walt Coleman,Defense
54,WAS,FALSE START,Walt Coleman,Offense
67,DET,ILLEGAL USE OF HANDS,Walt Coleman,Defense
49,WAS,ILLEGAL FORMATION,Walt Coleman,Offense
50,DET,OFFENSIVE HOLDING,Walt Coleman,Offense
36,DET,DEFENSIVE HOLDING,Walt Coleman,Defense
38,GB,DEFENSIVE OFFSIDE,Gene Steratore,Defense
24,GB,ILLEGAL BLOCK ABOVE THE WAIST,Gene Steratore,Offense
11,GB,OFFENSIVE HOLDING,Gene Steratore,Defense
96,HOU,DEFENSIVE OFFSIDE,Gene Steratore,Defense
12,HOU,ILLEGAL FORWARD PASS,Gene Steratore,Offense
5,GB,NEUTRAL ZONE INFRACTION,Gene Steratore,Defense
48,HOU,OFFENSIVE PASS INTERFERENCE,Gene Steratore,Offense
33,IND,ILLEGAL FORMATION,Tony Corrente,Offense
25,IND,UNNECESSARY ROUGHNESS,Tony Corrente,Defense
33,GB,ROUGHING THE KICKER,Tony Corrente,Defense
25,GB,NEUTRAL ZONE INFRACTION,Tony Corrente,Defense
68,GB,OFFENSIVE HOLDING,Tony Corrente,Offense
74,IND,DEFENSIVE OFFSIDE,Tony Corrente,Defense
37,GB,DEFENSIVE OFFSIDE,Tony Corrente,Defense
26,IND,ILLEGAL BLOCK ABOVE THE WAIST,Tony Corrente,Defense
63,IND,DEFENSIVE HOLDING,Tony Corrente,Defense
86,GB,DEFENSIVE HOLDING,Tony Corrente,Defense
67,GB,OFFENSIVE HOLDING,Tony Corrente,Offense
27,GB,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
23,GB,DEFENSIVE PASS INTERFERENCE,Carl Cheffers,Defense
44,GB,DEFENSIVE HOLDING,Carl Cheffers,Defense
54,JAX,OFFENSIVE HOLDING,Carl Cheffers,Offense
47,JAX,FALSE START,Carl Cheffers,Offense
25,JAX,DEFENSIVE PASS INTERFERENCE,Carl Cheffers,Defense
89,JAX,DEFENSIVE 12 ON-FIELD,Carl Cheffers,Defense
75,JAX,DELAY OF GAME,Carl Cheffers,Offense
48,JAX,DEFENSIVE HOLDING,Carl Cheffers,Defense
19,JAX,OFFENSIVE HOLDING,Carl Cheffers,Defense
2,JAX,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
25,GB,DELAY OF GAME,Carl Cheffers,Offense
24,GB,DELAY OF GAME,Carl Cheffers,Offense
32,GB,FACE MASK (15 YARDS),Carl Cheffers,Offense
71,JAX,DEFENSIVE PASS INTERFERENCE,Carl Cheffers,Defense
85,JAX,NEUTRAL ZONE INFRACTION,Carl Cheffers,Defense
86,GB,UNNECESSARY ROUGHNESS,John Parry,Defense
44,GB,ILLEGAL USE OF HANDS,John Parry,Offense
83,GB,OFFENSIVE PASS INTERFERENCE,John Parry,Offense
68,GB,DEFENSIVE OFFSIDE,John Parry,Defense
17,GB,DEFENSIVE HOLDING,John Parry,Defense
32,GB,FACE MASK (15 YARDS),John Parry,Offense
46,GB,OFFENSIVE HOLDING,John Parry,Offense
7,KC,OFFENSIVE HOLDING,John Parry,Offense
78,KC,ILLEGAL CONTACT,John Parry,Defense
13,KC,UNNECESSARY ROUGHNESS,John Parry,Offense
30,GB,FACE MASK (15 YARDS),John Parry,Offense
8,GB,ENCROACHMENT,John Parry,Defense
63,KC,OFFENSIVE HOLDING,John Parry,Offense
41,KC,OFFENSIVE HOLDING,John Parry,Defense
73,KC,DEFENSIVE OFFSIDE,John Parry,Defense
15,KC,DEFENSIVE HOLDING,John Parry,Defense
44,GB,UNSPORTSMANLIKE CONDUCT,John Parry,Defense
39,GB,ILLEGAL CONTACT,John Parry,Defense
40,KC,DEFENSIVE OFFSIDE,John Parry,Defense
29,KC,DEFENSIVE 12 ON-FIELD,John Parry,Defense
68,KC,DEFENSIVE 12 ON-FIELD,John Parry,Defense
54,GB,DELAY OF GAME,John Parry,Offense
18,GB,ILLEGAL SHIFT,John Parry,Offense
34,KC,ILLEGAL CONTACT,John Parry,Defense
60,GB,DEFENSIVE OFFSIDE,Walt Anderson,Defense
85,LAC,DEFENSIVE HOLDING,Walt Anderson,Defense
28,LAC,FACE MASK (15 YARDS),Walt Anderson,Offense
99,LAC,UNSPORTSMANLIKE CONDUCT,Walt Anderson,Offense
93,LAC,FALSE START,Walt Anderson,Offense
12,LAC,DEFENSIVE HOLDING,Walt Anderson,Defense
14,GB,UNNECESSARY ROUGHNESS,Walt Anderson,Defense
17,LAC,OFFENSIVE HOLDING,Walt Anderson,Offense
40,GB,ILLEGAL BLOCK ABOVE THE WAIST,Walt Anderson,Defense
89,LAC,DEFENSIVE HOLDING,Walt Anderson,Defense
49,GB,ENCROACHMENT,Walt Anderson,Defense
64,LAC,NEUTRAL ZONE INFRACTION,Walt Anderson,Defense
43,LAC,DEFENSIVE OFFSIDE,Walt Anderson,Defense
68,GB,FALSE START,Walt Anderson,Offense
21,LAC,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
35,GB,OFFENSIVE HOLDING,Walt Anderson,Defense
16,LAC,NEUTRAL ZONE INFRACTION,Walt Anderson,Defense
78,LAC,DEFENSIVE 12 ON-FIELD,Walt Anderson,Defense
85,GB,ILLEGAL USE OF HANDS,Walt Anderson,Defense
35,LAR,DEFENSIVE OFFSIDE,Brad Allen,Offense
45,GB,OFFENSIVE HOLDING,Brad Allen,Offense
20,GB,DEFENSIVE 12 ON-FIELD,Brad Allen,Defense
81,LAR,FALSE START,Brad Allen,Offense
64,LAR,NEUTRAL ZONE INFRACTION,Brad Allen,Defense
71,GB,ILLEGAL USE OF HANDS,Brad Allen,Offense
15,LAR,DEFENSIVE HOLDING,Brad Allen,Defense
41,LAR,DELAY OF GAME,Brad Allen,Offense
10,GB,ILLEGAL BLOCK ABOVE THE WAIST,Brad Allen,Offense
60,LAR,DELAY OF GAME,Brad Allen,Offense
22,LAR,DELAY OF GAME,Brad Allen,Offense
57,GB,DEFENSIVE PASS INTERFERENCE,Brad Allen,Defense
39,LAR,DEFENSIVE OFFSIDE,Brad Allen,Defense
38,GB,ILLEGAL CONTACT,Brad Allen,Defense
20,GB,DELAY OF GAME,Brad Allen,Offense
51,GB,FALSE START,Brad Allen,Offense
74,GB,OFFENSIVE 12 ON-FIELD,Brad Allen,Offense
87,LAR,OFFENSIVE HOLDING,Ronald Torbert,Offense
66,LAR,ILLEGAL SHIFT,Ronald Torbert,Offense
27,GB,DEFENSIVE HOLDING,Ronald Torbert,Defense
25,GB,NEUTRAL ZONE INFRACTION,Ronald Torbert,Defense
57,LAR,DELAY OF GAME,Ronald Torbert,Offense
94,MIA,FALSE START,Bill Vinovich,Offense
49,MIA,DEFENSIVE HOLDING,Bill Vinovich,Defense
65,GB,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
95,GB,DEFENSIVE HOLDING,Bill Vinovich,Defense
91,MIA,FALSE START,Bill Vinovich,Offense
30,GB,ILLEGAL USE OF HANDS,Bill Vinovich,Defense
60,GB,INTENTIONAL GROUNDING,Bill Vinovich,Offense
66,GB,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
25,MIA,ILLEGAL FORMATION,Bill Vinovich,Offense
40,MIA,DEFENSIVE HOLDING,Bill Vinovich,Defense
33,MIN,NEUTRAL ZONE INFRACTION,Brad Allen,Defense
17,MIN,OFFENSIVE HOLDING,Brad Allen,Offense
65,MIN,DEFENSIVE PASS INTERFERENCE,Brad Allen,Defense
34,GB,DEFENSIVE OFFSIDE,Brad Allen,Defense
86,MIN,DELAY OF GAME,Brad Allen,Offense
38,MIN,ILLEGAL BLINDSIDE BLOCK,Brad Allen,Defense
75,GB,OFFENSIVE HOLDING,Brad Allen,Offense
16,GB,ILLEGAL USE OF HANDS,Brad Allen,Defense
37,MIN,UNSPORTSMANLIKE CONDUCT,Brad Allen,Offense
35,MIN,OFFENSIVE HOLDING,Brad Allen,Defense
70,MIN,OFFENSIVE HOLDING,Brad Allen,Offense
37,MIN,NEUTRAL ZONE INFRACTION,Brad Allen,Defense
65,GB,DEFENSIVE OFFSIDE,Brad Allen,Defense
52,GB,FALSE START,Brad Allen,Offense
67,MIN,OFFENSIVE HOLDING,Clete Blakeman,Offense
39,MIN,OFFENSIVE HOLDING,Clete Blakeman,Offense
61,GB,DEFENSIVE HOLDING,Clete Blakeman,Defense
73,GB,NEUTRAL ZONE INFRACTION,Clete Blakeman,Defense
33,GB,ILLEGAL BLOCK ABOVE THE WAIST,Clete Blakeman,Offense
77,MIN,FACE MASK (15 YARDS),Clete Blakeman,Offense
43,GB,OFFENSIVE HOLDING,Clete Blakeman,Offense
19,MIN,ROUGHING THE PASSER,Clete Blakeman,Defense
27,MIN,INTENTIONAL GROUNDING,Clete Blakeman,Offense
99,MIN,DEFENSIVE HOLDING,Clete Blakeman,Defense
47,GB,OFFENSIVE HOLDING,Clete Blakeman,Offense
98,GB,ROUGHING THE PASSER,Clete Blakeman,Defense
15,MIN,DEFENSIVE HOLDING,Clete Blakeman,Defense
48,GB,OFFENSIVE HOLDING,Clete Blakeman,Offense
93,MIN,DEFENSIVE PASS INTERFERENCE,Clete Blakeman,Defense
56,MIN,ILLEGAL SHIFT,Clete Blakeman,Offense
24,GB,INTERFERENCE WITH OPPORTUNITY TO CATCH,Clete Blakeman,Offense
31,GB,FALSE START,Clete Blakeman,Offense
35,MIN,UNNECESSARY ROUGHNESS,Walt Coleman,Defense
5,MIN,ILLEGAL BLOCK ABOVE THE WAIST,Walt Coleman,Defense
10,GB,FALSE START,Walt Coleman,Offense
31,MIN,OFFENSIVE HOLDING,Walt Coleman,Offense
22,MIN,FALSE START,Walt Coleman,Offense
20,GB,ILLEGAL FORMATION,Walt Coleman,Offense
40,MIN,OFFENSIVE HOLDING,Walt Coleman,Offense
53,GB,OFFENSIVE HOLDING,Walt Coleman,Offense
85,MIN,ILLEGAL CONTACT,Walt Coleman,Defense
15,MIN,DEFENSIVE PASS INTERFERENCE,Walt Coleman,Defense
70,MIN,DEFENSIVE OFFSIDE,Walt Coleman,Defense
9,GB,OFFENSIVE HOLDING,Walt Coleman,Offense
85,GB,OFFENSIVE HOLDING,Walt Coleman,Offense
81,GB,FALSE START,Walt Coleman,Offense
27,MIN,OFFENSIVE HOLDING,Walt Coleman,Offense
77,GB,UNNECESSARY ROUGHNESS,Bill Vinovich,Defense
43,MIN,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
33,GB,OFFENSIVE HOLDING,Bill Vinovich,Offense
36,GB,ILLEGAL USE OF HANDS,Bill Vinovich,Defense
58,MIN,DELAY OF GAME,Bill Vinovich,Offense
32,GB,ILLEGAL BLOCK ABOVE THE WAIST,Bill Vinovich,Defense
24,GB,FALSE START,Bill Vinovich,Offense
29,GB,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
32,MIN,DEFENSIVE OFFSIDE,Bill Vinovich,Defense
28,MIN,ILLEGAL BLOCK ABOVE THE WAIST,Bill Vinovich,Defense
20,MIN,DEFENSIVE 12 ON-FIELD,Bill Vinovich,Defense
90,GB,INELIGIBLE DOWNFIELD PASS,Bill Vinovich,Offense
65,GB,OFFENSIVE HOLDING,Bill Vinovich,Offense
14,MIN,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
21,MIN,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
90,GB,UNSPORTSMANLIKE CONDUCT,Walt Anderson,Offense
33,GB,OFFENSIVE HOLDING,Walt Anderson,Offense
44,MIN,UNSPORTSMANLIKE CONDUCT,Walt Anderson,Offense
57,MIN,DELAY OF GAME,Walt Anderson,Offense
49,GB,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
46,MIN,FALSE START,Walt Anderson,Offense
31,MIN,DEFENSIVE OFFSIDE,Walt Anderson,Defense
25,GB,OFFENSIVE PASS INTERFERENCE,Walt Anderson,Offense
26,GB,OFFENSIVE HOLDING,Walt Anderson,Offense
15,MIN,NEUTRAL ZONE INFRACTION,Walt Anderson,Defense
98,MIN,DEFENSIVE HOLDING,Walt Anderson,Defense
75,GB,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
23,GB,ROUGHING THE PASSER,Walt Anderson,Defense
40,MIN,DEFENSIVE HOLDING,Walt Anderson,Defense
86,MIN,FALSE START,Walt Anderson,Offense
77,MIN,DELAY OF GAME,Walt Anderson,Offense
56,MIN,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
81,MIN,FALSE START,Walt Anderson,Offense
37,MIN,FALSE START,Walt Anderson,Offense
99,MIN,ILLEGAL FORMATION,Jeff Triplette,Offense
94,MIN,OFFENSIVE HOLDING,Jeff Triplette,Offense
35,GB,ILLEGAL BLOCK ABOVE THE WAIST,Jeff Triplette,Defense
56,MIN,ILLEGAL USE OF HANDS,Jeff Triplette,Defense
88,MIN,DELAY OF GAME,Jeff Triplette,Offense
49,MIN,OFFENSIVE HOLDING,Jeff Triplette,Offense
23,GB,FALSE START,Jeff Triplette,Offense
33,MIN,FALSE START,Jeff Triplette,Offense
87,MIN,UNNECESSARY ROUGHNESS,Jeff Triplette,Defense
47,GB,OFFENSIVE HOLDING,Jeff Triplette,Offense
82,MIN,NEUTRAL ZONE INFRACTION,Jeff Triplette,Defense
68,MIN,UNNECESSARY ROUGHNESS,Jeff Triplette,Offense
55,MIN,ILLEGAL BLINDSIDE BLOCK,Ronald Torbert,Offense
58,GB,HORSE COLLAR TACKLE,Ronald Torbert,Defense
25,GB,NEUTRAL ZONE INFRACTION,Ronald Torbert,Defense
40,GB,NEUTRAL ZONE INFRACTION,Ronald Torbert,Defense
46,GB,DELAY OF GAME,Ronald Torbert,Offense
30,MIN,FALSE START,Ronald Torbert,Offense
70,MIN,FACE MASK (15 YARDS),Ronald Torbert,Offense
10,GB,ILLEGAL BLOCK ABOVE THE WAIST,Ronald Torbert,Defense
21,GB,DEFENSIVE HOLDING,Ronald Torbert,Defense
55,MIN,FALSE START,Ronald Torbert,Offense
26,MIN,UNSPORTSMANLIKE CONDUCT,Ronald Torbert,Defense
33,MIN,NEUTRAL ZONE INFRACTION,Ronald Torbert,Defense
16,GB,DEFENSIVE PASS INTERFERENCE,Ronald Torbert,Defense
47,MIN,INELIGIBLE DOWNFIELD PASS,Ronald Torbert,Offense
28,GB,ILLEGAL CONTACT,Ronald Torbert,Defense
28,GB,OFFENSIVE HOLDING,Ronald Torbert,Offense
29,GB,UNSPORTSMANLIKE CONDUCT,Carl Cheffers,Offense
34,GB,OFFENSIVE HOLDING,Carl Cheffers,Offense
46,GB,DEFENSIVE 12 ON-FIELD,Carl Cheffers,Defense
70,GB,DEFENSIVE 12 ON-FIELD,Carl Cheffers,Defense
46,GB,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
11,GB,DEFENSIVE PASS INTERFERENCE,Carl Cheffers,Defense
60,MIN,DEFENSIVE 12 ON-FIELD,Carl Cheffers,Defense
52,MIN,DELAY OF GAME,Carl Cheffers,Offense
55,GB,DEFENSIVE PASS INTERFERENCE,Carl Cheffers,Defense
36,GB,ILLEGAL MOTION,Tony Corrente,Offense
82,MIN,ILLEGAL FORMATION,Tony Corrente,Defense
9,GB,OFFENSIVE PASS INTERFERENCE,Tony Corrente,Offense
59,GB,FALSE START,Tony Corrente,Offense
20,GB,FALSE START,Tony Corrente,Offense
88,GB,OFFENSIVE HOLDING,Tony Corrente,Offense
47,GB,OFFENSIVE HOLDING,Tony Corrente,Offense
87,GB,DELAY OF GAME,Tony Corrente,Offense
21,MIN,OFFENSIVE HOLDING,Tony Corrente,Offense
47,MIN,DEFENSIVE HOLDING,Tony Corrente,Defense
46,MIN,OFFENSIVE HOLDING,Tony Corrente,Offense
70,MIN,DEFENSIVE HOLDING,Tony Corrente,Defense
70,MIN,DEFENSIVE OFFSIDE,Tony Corrente,Defense
51,MIN,UNNECESSARY ROUGHNESS,Tony Corrente,Defense
25,GB,ROUGHING THE PASSER,Tony Corrente,Defense
37,MIN,ILLEGAL FORMATION,Tony Corrente,Offense
38,MIN,DEFENSIVE OFFSIDE,Tony Corrente,Defense
79,NE,DEFENSIVE HOLDING,Ed Hochuli,Defense
26,GB,ILLEGAL CONTACT,Ed Hochuli,Defense
52,GB,DELAY OF GAME,Ed Hochuli,Offense
