YardLine,PenaltyTeam,PenaltyType,Referee,TeamType
71,GB,OFFENSIVE HOLDING,Ed Hochuli,Offense
46,NE,ILLEGAL SHIFT,Ed Hochuli,Offense
17,NE,ILLEGAL USE OF HANDS,Ed Hochuli,Defense
96,GB,NEUTRAL ZONE INFRACTION,Ed Hochuli,Defense
98,NE,FALSE START,Ed Hochuli,Offense
20,NE,OFFENSIVE HOLDING,Ed Hochuli,Offense
52,NE,NEUTRAL ZONE INFRACTION,Brad Allen,Defense
91,GB,DELAY OF GAME,Brad Allen,Offense
31,NE,DEFENSIVE TOO MANY MEN ON FIELD,Brad Allen,Defense
86,NE,DEFENSIVE HOLDING,Brad Allen,Defense
12,GB,DEFENSIVE HOLDING,Brad Allen,Defense
35,GB,OFFSIDE ON FREE KICK,Brad Allen,Offense
4,NE,OFFENSIVE HOLDING,Brad Allen,Defense
45,GB,DISQUALIFICATION,Brad Allen,Defense
52,GB,DEFENSIVE TOO MANY MEN ON FIELD,Brad Allen,Defense
36,GB,OFFENSIVE HOLDING,Brad Allen,Offense
71,NE,DEFENSIVE TOO MANY MEN ON FIELD,Brad Allen,Defense
27,GB,ROUGHING THE KICKER,Brad Allen,Defense
95,GB,OFFENSIVE HOLDING,Brad Allen,Offense
91,GB,DEFENSIVE PASS INTERFERENCE,Brad Allen,Defense
87,GB,OFFENSIVE PASS INTERFERENCE,Ed Hochuli,Offense
82,NO,DEFENSIVE 12 ON-FIELD,Ed Hochuli,Defense
69,GB,FALSE START,Ed Hochuli,Offense
40,GB,ILLEGAL USE OF HANDS,Ed Hochuli,Offense
35,GB,FALSE START,Ed Hochuli,Offense
77,GB,DELAY OF GAME,Ed Hochuli,Offense
95,NO,DELAY OF GAME,Ed Hochuli,Offense
30,NO,DEFENSIVE HOLDING,Ed Hochuli,Defense
20,NO,OFFENSIVE HOLDING,Ed Hochuli,Offense
50,GB,DEFENSIVE PASS INTERFERENCE,Ed Hochuli,Defense
76,GB,ILLEGAL CONTACT,Ed Hochuli,Defense
76,GB,OFFENSIVE HOLDING,Ed Hochuli,Offense
25,NO,ILLEGAL CONTACT,Ed Hochuli,Defense
29,GB,FAIR CATCH INTERFERENCE,Jerome Boger,Offense
26,NO,FALSE START,Jerome Boger,Offense
43,NO,DEFENSIVE OFFSIDE,Jerome Boger,Defense
86,NO,DEFENSIVE PASS INTERFERENCE,Jerome Boger,Defense
37,GB,FALSE START,Jerome Boger,Offense
39,NO,HORSE COLLAR TACKLE,Jerome Boger,Defense
33,GB,FALSE START,Jerome Boger,Offense
39,NO,DEFENSIVE PASS INTERFERENCE,Jerome Boger,Defense
35,GB,NEUTRAL ZONE INFRACTION,Jerome Boger,Defense
56,NO,UNNECESSARY ROUGHNESS,Jerome Boger,Defense
87,NO,ILLEGAL BLOCK ABOVE THE WAIST,Jerome Boger,Offense
13,GB,ILLEGAL USE OF HANDS,Jerome Boger,Defense
50,GB,HORSE COLLAR TACKLE,Jerome Boger,Defense
64,NO,DEFENSIVE HOLDING,Jerome Boger,Defense
29,NO,DEFENSIVE HOLDING,Jerome Boger,Defense
69,GB,OFFENSIVE PASS INTERFERENCE,Jerome Boger,Offense
16,GB,ILLEGAL MOTION,Jerome Boger,Offense
35,GB,OFFENSIVE HOLDING,Jerome Boger,Defense
32,GB,OFFENSIVE HOLDING,Ed Hochuli,Offense
35,GB,OFFSIDE ON FREE KICK,Ed Hochuli,Offense
79,GB,ILLEGAL SHIFT,Ed Hochuli,Offense
18,NYG,DEFENSIVE HOLDING,Ed Hochuli,Defense
49,GB,OFFENSIVE HOLDING,Ed Hochuli,Defense
79,NYG,UNNECESSARY ROUGHNESS,Ed Hochuli,Defense
52,NYG,ENCROACHMENT,Ed Hochuli,Defense
42,GB,OFFENSIVE HOLDING,Ed Hochuli,Defense
14,NYG,OFFENSIVE HOLDING,Ed Hochuli,Offense
77,GB,OFFENSIVE PASS INTERFERENCE,Ed Hochuli,Offense
51,NYG,DEFENSIVE HOLDING,Ed Hochuli,Defense
27,GB,UNSPORTSMANLIKE CONDUCT,Ed Hochuli,Offense
32,NYG,FALSE START,Ed Hochuli,Offense
43,NYG,OFFENSIVE HOLDING,Ed Hochuli,Offense
50,NYG,ILLEGAL SHIFT,Ed Hochuli,Offense
36,NYG,INTERFERENCE WITH OPPORTUNITY TO CATCH,Ed Hochuli,Offense
57,NYJ,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
35,GB,ILLEGAL USE OF HANDS,Walt Anderson,Defense
40,NYJ,OFFENSIVE HOLDING,Walt Anderson,Offense
98,NYJ,UNSPORTSMANLIKE CONDUCT,Walt Anderson,Defense
19,NYJ,ILLEGAL BLOCK ABOVE THE WAIST,Walt Anderson,Defense
35,GB,TAUNTING,Walt Anderson,Offense
55,GB,UNSPORTSMANLIKE CONDUCT,Walt Anderson,Offense
27,NYJ,DELAY OF GAME,Walt Anderson,Offense
21,NYJ,DEFENSIVE 12 ON-FIELD,Walt Anderson,Defense
44,NYJ,PERSONAL FOUL,Walt Anderson,Defense
44,NYJ,NEUTRAL ZONE INFRACTION,Walt Anderson,Defense
36,GB,INELIGIBLE DOWNFIELD PASS,Walt Anderson,Offense
7,OAK,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
58,OAK,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
21,OAK,ILLEGAL USE OF HANDS,Walt Anderson,Defense
45,GB,OFFENSIVE HOLDING,Walt Anderson,Offense
2,OAK,DEFENSIVE 12 ON-FIELD,Walt Anderson,Defense
14,OAK,INELIGIBLE DOWNFIELD KICK,Walt Anderson,Offense
16,OAK,OFFENSIVE HOLDING,Walt Anderson,Offense
73,GB,OFFENSIVE PASS INTERFERENCE,Walt Anderson,Offense
20,GB,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
44,OAK,ILLEGAL MOTION,Walt Anderson,Offense
89,GB,DEFENSIVE HOLDING,Walt Anderson,Defense
40,OAK,FALSE START,Walt Anderson,Offense
26,OAK,FALSE START,Walt Anderson,Offense
28,OAK,OFFENSIVE HOLDING,Walt Anderson,Offense
24,OAK,OFFENSIVE HOLDING,Walt Anderson,Defense
95,GB,OFFENSIVE PASS INTERFERENCE,Walt Anderson,Offense
17,GB,UNSPORTSMANLIKE CONDUCT,Walt Anderson,Defense
54,OAK,FALSE START,Walt Anderson,Offense
71,GB,OFFENSIVE HOLDING,Walt Anderson,Offense
89,OAK,DEFENSIVE PASS INTERFERENCE,Walt Anderson,Defense
60,GB,ILLEGAL USE OF HANDS,Carl Cheffers,Defense
25,GB,UNSPORTSMANLIKE CONDUCT,Carl Cheffers,Defense
45,GB,INTENTIONAL GROUNDING,Carl Cheffers,Offense
48,PHI,LOW BLOCK,Carl Cheffers,Offense
33,PHI,OFFENSIVE HOLDING,Carl Cheffers,Offense
15,GB,OFFENSIVE PASS INTERFERENCE,Carl Cheffers,Offense
81,PHI,DEFENSIVE PASS INTERFERENCE,Carl Cheffers,Defense
32,PHI,FALSE START,Carl Cheffers,Offense
40,GB,OFFENSIVE HOLDING,Carl Cheffers,Offense
36,PHI,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
30,GB,UNNECESSARY ROUGHNESS,Carl Cheffers,Offense
26,PHI,DEFENSIVE OFFSIDE,Carl Cheffers,Defense
98,PHI,ENCROACHMENT,Carl Cheffers,Defense
8,GB,OFFENSIVE HOLDING,Terry McAulay,Offense
13,GB,DEFENSIVE HOLDING,Terry McAulay,Defense
25,GB,FACE MASK (15 YARDS),Terry McAulay,Defense
1,PHI,FALSE START,Terry McAulay,Offense
21,GB,NEUTRAL ZONE INFRACTION,Terry McAulay,Defense
42,GB,FALSE START,Terry McAulay,Offense
31,PHI,ROUGHING THE PASSER,Terry McAulay,Defense
54,GB,OFFENSIVE HOLDING,Terry McAulay,Defense
29,PHI,NEUTRAL ZONE INFRACTION,Terry McAulay,Defense
13,PHI,NEUTRAL ZONE INFRACTION,Terry McAulay,Defense
37,PHI,OFFENSIVE HOLDING,Terry McAulay,Offense
60,PHI,DEFENSIVE 12 ON-FIELD,Terry McAulay,Defense
25,PHI,OFFENSIVE PASS INTERFERENCE,Terry McAulay,Offense
29,GB,NEUTRAL ZONE INFRACTION,Terry McAulay,Defense
60,GB,OFFENSIVE HOLDING,Terry McAulay,Offense
97,PHI,DEFENSIVE HOLDING,Terry McAulay,Defense
48,GB,DEFENSIVE HOLDING,Carl Cheffers,Defense
15,GB,OFFENSIVE HOLDING,Carl Cheffers,Offense
35,GB,OFFENSIVE HOLDING,Carl Cheffers,Defense
10,GB,OFFENSIVE HOLDING,Carl Cheffers,Offense
90,GB,ENCROACHMENT,Carl Cheffers,Defense
60,GB,UNNECESSARY ROUGHNESS,Carl Cheffers,Defense
44,GB,ROUGHING THE PASSER,Carl Cheffers,Defense
38,PIT,UNNECESSARY ROUGHNESS,Carl Cheffers,Offense
81,GB,OFFENSIVE HOLDING,Carl Cheffers,Offense
95,PIT,ILLEGAL BAT,Carl Cheffers,Defense
50,PIT,FALSE START,Carl Cheffers,Offense
99,GB,FALSE START,Carl Cheffers,Offense
51,PIT,DELAY OF GAME,Carl Cheffers,Offense
44,PIT,DEFENSIVE HOLDING,Carl Cheffers,Defense
29,GB,OFFENSIVE HOLDING,Carl Cheffers,Offense
35,GB,OFFENSIVE HOLDING,Carl Cheffers,Offense
65,GB,FACE MASK (15 YARDS),Carl Cheffers,Offense
52,PIT,OFFENSIVE HOLDING,Carl Cheffers,Offense
27,PIT,ROUGHING THE PASSER,Carl Cheffers,Defense
30,PIT,ILLEGAL SHIFT,Ed Hochuli,Offense
59,PIT,OFFENSIVE HOLDING,Ed Hochuli,Offense
19,GB,OFFENSIVE HOLDING,Ed Hochuli,Offense
97,GB,DEFENSIVE PASS INTERFERENCE,Ed Hochuli,Defense
8,GB,UNNECESSARY ROUGHNESS,Ed Hochuli,Offense
31,GB,DEFENSIVE HOLDING,Ed Hochuli,Defense
10,PIT,OFFENSIVE HOLDING,Ed Hochuli,Defense
57,PIT,ILLEGAL USE OF HANDS,Ed Hochuli,Defense
35,PIT,UNNECESSARY ROUGHNESS,Ed Hochuli,Offense
74,PIT,FALSE START,Ed Hochuli,Offense
34,GB,FACE MASK (15 YARDS),Ed Hochuli,Offense
20,SEA,OFFENSIVE HOLDING,John Parry,Offense
31,GB,OFFENSIVE HOLDING,John Parry,Offense
49,SEA,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
54,GB,FACE MASK (15 YARDS),John Parry,Defense
10,GB,UNSPORTSMANLIKE CONDUCT,John Parry,Offense
24,GB,DEFENSIVE HOLDING,John Parry,Defense
61,GB,OFFENSIVE HOLDING,John Parry,Offense
19,SEA,DEFENSIVE OFFSIDE,John Parry,Defense
54,GB,DEFENSIVE OFFSIDE,John Parry,Defense
61,SEA,OFFENSIVE HOLDING,John Parry,Offense
56,GB,RUNNING INTO THE KICKER,John Parry,Defense
22,GB,ILLEGAL CONTACT,John Parry,Defense
65,SEA,DEFENSIVE HOLDING,Gene Steratore,Defense
85,SEA,ILLEGAL CONTACT,Gene Steratore,Defense
56,GB,OFFENSIVE HOLDING,Gene Steratore,Offense
90,GB,DEFENSIVE OFFSIDE,Gene Steratore,Defense
35,SEA,OFFENSIVE HOLDING,Gene Steratore,Defense
66,GB,ILLEGAL USE OF HANDS,Gene Steratore,Offense
63,SEA,FALSE START,Gene Steratore,Offense
63,SEA,UNNECESSARY ROUGHNESS,Gene Steratore,Defense
13,SEA,DEFENSIVE PASS INTERFERENCE,Gene Steratore,Defense
29,SEA,DEFENSIVE 12 ON-FIELD,Gene Steratore,Defense
63,SEA,UNNECESSARY ROUGHNESS,Gene Steratore,Offense
34,SEA,DEFENSIVE OFFSIDE,Gene Steratore,Defense
20,GB,FALSE START,Gene Steratore,Offense
98,SEA,DEFENSIVE PASS INTERFERENCE,Gene Steratore,Defense
39,GB,DEFENSIVE OFFSIDE,Gene Steratore,Defense
38,GB,ILLEGAL USE OF HANDS,Gene Steratore,Offense
76,GB,DELAY OF GAME,Gene Steratore,Offense
71,SEA,DEFENSIVE OFFSIDE,Gene Steratore,Defense
61,SEA,UNNECESSARY ROUGHNESS,Walt Coleman,Defense
50,GB,ILLEGAL SHIFT,Walt Coleman,Offense
73,SEA,OFFENSIVE PASS INTERFERENCE,Walt Coleman,Offense
34,GB,OFFENSIVE HOLDING,Walt Coleman,Defense
28,SEA,DELAY OF GAME,Walt Coleman,Offense
33,GB,DEFENSIVE OFFSIDE,Walt Coleman,Defense
19,SEA,FALSE START,Walt Coleman,Offense
20,SEA,OFFENSIVE HOLDING,Walt Coleman,Defense
61,SEA,DEFENSIVE OFFSIDE,Walt Coleman,Defense
20,SEA,FACE MASK (15 YARDS),Walt Coleman,Defense
81,GB,UNSPORTSMANLIKE CONDUCT,Walt Coleman,Offense
55,GB,DEFENSIVE OFFSIDE,Walt Coleman,Defense
86,SEA,UNNECESSARY ROUGHNESS,Walt Coleman,Defense
35,GB,OFFSIDE ON FREE KICK,John Parry,Offense
25,GB,OFFENSIVE HOLDING,John Parry,Offense
40,GB,FALSE START,John Parry,Offense
38,SEA,DEFENSIVE HOLDING,John Parry,Defense
29,SEA,FALSE START,John Parry,Offense
31,GB,DELAY OF GAME,John Parry,Offense
57,GB,DELAY OF GAME,John Parry,Offense
36,SEA,DEFENSIVE OFFSIDE,John Parry,Defense
8,SEA,ILLEGAL BLOCK ABOVE THE WAIST,John Parry,Defense
55,GB,UNNECESSARY ROUGHNESS,John Parry,Offense
27,GB,OFFENSIVE PASS INTERFERENCE,John Parry,Offense
49,SEA,DEFENSIVE OFFSIDE,John Parry,Defense
29,GB,DEFENSIVE HOLDING,John Parry,Defense
85,GB,RUNNING INTO THE KICKER,John Parry,Defense
68,SEA,DEFENSIVE 12 ON-FIELD,John Parry,Defense
17,SEA,DEFENSIVE PASS INTERFERENCE,John Parry,Defense
46,SEA,DEFENSIVE OFFSIDE,John Parry,Defense
35,GB,DEFENSIVE OFFSIDE,John Parry,Defense
32,GB,TAUNTING,John Parry,Offense
38,GB,OFFENSIVE HOLDING,John Parry,Offense
68,SEA,DISQUALIFICATION,John Parry,Defense
38,SF,ROUGHING THE PASSER,NA,Defense
28,SF,FALSE START,NA,Offense
95,SF,ILLEGAL FORMATION,NA,Offense
90,GB,PERSONAL FOUL,NA,Defense
35,GB,ILLEGAL BLOCK ABOVE THE WAIST,NA,Defense
41,SF,DELAY OF GAME,NA,Offense
36,GB,OFFENSIVE HOLDING,NA,Defense
24,SF,FALSE START,NA,Offense
40,SF,FALSE START,NA,Offense
83,SF,FALSE START,NA,Offense
20,GB,ILLEGAL USE OF HANDS,NA,Offense
24,SF,NEUTRAL ZONE INFRACTION,NA,Defense
51,GB,OFFENSIVE HOLDING,NA,Offense
66,GB,OFFENSIVE HOLDING,NA,Offense
56,SF,DEFENSIVE OFFSIDE,NA,Defense
40,SF,UNSPORTSMANLIKE CONDUCT,NA,Defense
20,SF,UNNECESSARY ROUGHNESS,NA,Defense
85,GB,DEFENSIVE OFFSIDE,Ed Hochuli,Defense
67,SF,DELAY OF GAME,Ed Hochuli,Offense
36,SF,DEFENSIVE OFFSIDE,Ed Hochuli,Defense
92,GB,OFFENSIVE HOLDING,Ed Hochuli,Offense
25,GB,FALSE START,Ed Hochuli,Offense
67,GB,DEFENSIVE HOLDING,Ed Hochuli,Defense
82,GB,ILLEGAL USE OF HANDS,Ed Hochuli,Offense
28,SF,OFFENSIVE HOLDING,Terry McAulay,Offense
42,GB,ILLEGAL FORMATION,Terry McAulay,Offense
39,SF,FALSE START,Terry McAulay,Offense
55,GB,OFFENSIVE HOLDING,Terry McAulay,Offense
92,GB,OFFENSIVE HOLDING,Terry McAulay,Offense
19,GB,ILLEGAL BLOCK ABOVE THE WAIST,Terry McAulay,Defense
67,SF,OFFENSIVE HOLDING,Terry McAulay,Offense
43,GB,FALSE START,Terry McAulay,Offense
23,GB,OFFENSIVE HOLDING,Terry McAulay,Offense
19,SF,ILLEGAL CONTACT,Terry McAulay,Defense
42,GB,OFFENSIVE HOLDING,Terry McAulay,Offense
54,GB,DELAY OF GAME,Terry McAulay,Offense
69,GB,DEFENSIVE HOLDING,John Parry,Defense
66,SF,DEFENSIVE HOLDING,John Parry,Defense
20,GB,ILLEGAL FORMATION,John Parry,Offense
47,GB,ILLEGAL SHIFT,John Parry,Offense
35,GB,OFFENSIVE HOLDING,John Parry,Defense
35,GB,UNNECESSARY ROUGHNESS,John Parry,Offense
59,GB,DELAY OF GAME,John Parry,Offense
74,SF,ILLEGAL SHIFT,John Parry,Offense
35,GB,OFFENSIVE HOLDING,John Parry,Defense
19,SF,ILLEGAL CONTACT,John Parry,Defense
53,GB,FALSE START,John Parry,Offense
24,GB,DELAY OF GAME,John Parry,Offense
61,GB,INTENTIONAL GROUNDING,John Parry,Offense
55,GB,DELAY OF GAME,Terry McAulay,Offense
15,TB,DEFENSIVE 12 ON-FIELD,Terry McAulay,Defense
24,GB,OFFENSIVE HOLDING,Terry McAulay,Defense
20,GB,ILLEGAL FORMATION,Terry McAulay,Offense
46,GB,OFFENSIVE HOLDING,Terry McAulay,Offense
20,TB,OFFENSIVE HOLDING,Terry McAulay,Offense
70,TB,OFFENSIVE PASS INTERFERENCE,Terry McAulay,Offense
29,TB,ILLEGAL BLINDSIDE BLOCK,Terry McAulay,Defense
14,GB,OFFENSIVE HOLDING,Terry McAulay,Defense
38,TB,FALSE START,Terry McAulay,Offense
36,GB,OFFENSIVE HOLDING,Terry McAulay,Offense
4,TB,OFFENSIVE HOLDING,Terry McAulay,Defense
32,GB,OFFENSIVE HOLDING,Terry McAulay,Offense
84,TB,OFFENSIVE HOLDING,Terry McAulay,Offense
26,GB,DEFENSIVE HOLDING,Terry McAulay,Defense
49,GB,NEUTRAL ZONE INFRACTION,Terry McAulay,Defense
97,GB,ENCROACHMENT,Terry McAulay,Defense
92,TB,ILLEGAL FORWARD PASS,Terry McAulay,Offense
40,GB,OFFENSIVE HOLDING,Terry McAulay,Defense
25,GB,ENCROACHMENT,Terry McAulay,Defense
44,TB,OFFENSIVE HOLDING,Terry McAulay,Defense
20,TB,ILLEGAL BLOCK ABOVE THE WAIST,Terry McAulay,Offense
97,TB,ILLEGAL MOTION,Terry McAulay,Offense
58,TB,ROUGHING THE PASSER,Terry McAulay,Defense
85,GB,DEFENSIVE OFFSIDE,Terry McAulay,Defense
19,TB,ILLEGAL BLOCK ABOVE THE WAIST,Terry McAulay,Defense
31,GB,OFFENSIVE PASS INTERFERENCE,Terry McAulay,Offense
99,TEN,DEFENSIVE OFFSIDE,Jeff Triplette,Defense
41,GB,UNNECESSARY ROUGHNESS,Jeff Triplette,Defense
20,GB,ENCROACHMENT,Jeff Triplette,Defense
50,GB,OFFSIDE ON FREE KICK,Jeff Triplette,Offense
91,GB,OFFENSIVE HOLDING,Jeff Triplette,Offense
19,TEN,OFFENSIVE HOLDING,Jeff Triplette,Defense
29,GB,ROUGHING THE KICKER,Jeff Triplette,Defense
45,GB,OFFENSIVE HOLDING,Jeff Triplette,Offense
50,GB,FALSE START,Jeff Triplette,Offense
43,TEN,ILLEGAL USE OF HANDS,Jeff Triplette,Defense
55,GB,DEFENSIVE DELAY OF GAME,Jeff Triplette,Defense
80,TEN,DEFENSIVE OFFSIDE,Jeff Triplette,Defense
31,GB,OFFENSIVE HOLDING,Jeff Triplette,Offense
67,TEN,UNSPORTSMANLIKE CONDUCT,Jeff Triplette,Offense
54,TEN,ILLEGAL CONTACT,Jeff Triplette,Defense
44,GB,UNSPORTSMANLIKE CONDUCT,Jeff Triplette,Defense
15,GB,ENCROACHMENT,Jeff Triplette,Defense
85,GB,DELAY OF GAME,Jeff Triplette,Offense
24,TEN,FALSE START,Jeff Triplette,Offense
49,GB,TAUNTING,Jeff Triplette,Defense
46,GB,FALSE START,Jeff Triplette,Offense
25,GB,OFFENSIVE HOLDING,Jeff Triplette,Offense
80,TEN,UNNECESSARY ROUGHNESS,Jeff Triplette,Defense
83,GB,ILLEGAL USE OF HANDS,John Hussey,Defense
96,GB,UNNECESSARY ROUGHNESS,John Hussey,Defense
66,WAS,DELAY OF GAME,John Hussey,Defense
62,WAS,ILLEGAL USE OF HANDS,John Hussey,Defense
87,WAS,ROUGHING THE PASSER,John Hussey,Defense
32,GB,ROUGHING THE PASSER,John Hussey,Defense
97,GB,OFFENSIVE HOLDING,John Hussey,Offense
67,GB,DELAY OF GAME,John Hussey,Offense
58,WAS,DELAY OF GAME,John Hussey,Defense
87,GB,OFFENSIVE HOLDING,John Hussey,Offense
26,GB,DEFENSIVE PASS INTERFERENCE,John Hussey,Defense
61,WAS,DELAY OF GAME,John Hussey,Offense
87,GB,FALSE START,John Hussey,Offense
25,WAS,FALSE START,John Hussey,Offense
35,GB,OFFENSIVE HOLDING,Craig Wrolstad,Defense
46,GB,ROUGHING THE PASSER,Craig Wrolstad,Defense
91,GB,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
39,WAS,OFFENSIVE HOLDING,Craig Wrolstad,Offense
56,WAS,FALSE START,Craig Wrolstad,Offense
50,GB,FALSE START,Craig Wrolstad,Offense
16,GB,OFFENSIVE HOLDING,Craig Wrolstad,Offense
23,GB,ILLEGAL BLOCK ABOVE THE WAIST,Craig Wrolstad,Defense
83,GB,OFFENSIVE HOLDING,Craig Wrolstad,Offense
30,GB,OFFENSIVE HOLDING,Craig Wrolstad,Offense
30,WAS,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
42,GB,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
61,WAS,OFFENSIVE HOLDING,Craig Wrolstad,Offense
12,GB,OFFENSIVE HOLDING,Craig Wrolstad,Offense
82,WAS,FALSE START,Craig Wrolstad,Offense
64,GB,DEFENSIVE PASS INTERFERENCE,Craig Wrolstad,Defense
43,WAS,TAUNTING,Craig Wrolstad,Offense
46,GB,OFFENSIVE HOLDING,Craig Wrolstad,Offense
83,HOU,DEFENSIVE PASS INTERFERENCE,Ronald Torbert,Defense
86,IND,ILLEGAL FORMATION,Ronald Torbert,Defense
51,IND,OFFENSIVE HOLDING,Ronald Torbert,Offense
20,IND,DEFENSIVE PASS INTERFERENCE,Ronald Torbert,Defense
56,HOU,OFFENSIVE PASS INTERFERENCE,Ronald Torbert,Offense
68,HOU,OFFENSIVE HOLDING,Ronald Torbert,Offense
18,HOU,DEFENSIVE PASS INTERFERENCE,Ronald Torbert,Defense
21,IND,OFFENSIVE HOLDING,Ronald Torbert,Offense
15,IND,OFFENSIVE HOLDING,Ronald Torbert,Defense
42,HOU,DEFENSIVE HOLDING,Ronald Torbert,Defense
37,HOU,DEFENSIVE HOLDING,Gene Steratore,Defense
47,HOU,OFFENSIVE HOLDING,Gene Steratore,Defense
63,HOU,DEFENSIVE HOLDING,Gene Steratore,Defense
75,HOU,OFFENSIVE HOLDING,Gene Steratore,Offense
52,IND,OFFENSIVE HOLDING,Gene Steratore,Offense
14,IND,DEFENSIVE OFFSIDE,Gene Steratore,Defense
24,HOU,ROUGHING THE PASSER,Gene Steratore,Defense
21,HOU,DEFENSIVE HOLDING,Gene Steratore,Defense
14,IND,DEFENSIVE HOLDING,Gene Steratore,Defense
11,IND,DEFENSIVE OFFSIDE,Gene Steratore,Defense
22,IND,FALSE START,Gene Steratore,Offense
19,IND,OFFENSIVE HOLDING,Gene Steratore,Defense
22,HOU,ILLEGAL SUBSTITUTION,Gene Steratore,Offense
59,HOU,DEFENSIVE PASS INTERFERENCE,Gene Steratore,Defense
21,HOU,ILLEGAL BLOCK ABOVE THE WAIST,Gene Steratore,Defense
16,IND,DEFENSIVE OFFSIDE,Gene Steratore,Defense
21,HOU,FALSE START,Gene Steratore,Offense
27,HOU,OFFENSIVE PASS INTERFERENCE,Terry McAulay,Offense
36,HOU,UNSPORTSMANLIKE CONDUCT,Terry McAulay,Offense
30,HOU,PLAYER OUT OF BOUNDS ON PUNT,Terry McAulay,Offense
76,IND,FALSE START,Terry McAulay,Offense
33,IND,INELIGIBLE DOWNFIELD PASS,Terry McAulay,Offense
61,HOU,FACE MASK (15 YARDS),Terry McAulay,Defense
53,IND,DEFENSIVE OFFSIDE,Terry McAulay,Defense
63,HOU,OFFENSIVE HOLDING,Terry McAulay,Offense
27,IND,ROUGHING THE PASSER,Terry McAulay,Defense
58,HOU,FALSE START,Terry McAulay,Offense
31,IND,DEFENSIVE HOLDING,Terry McAulay,Defense
19,HOU,ILLEGAL SHIFT,Terry McAulay,Offense
38,HOU,OFFENSIVE HOLDING,Terry McAulay,Defense
91,IND,UNSPORTSMANLIKE CONDUCT,Terry McAulay,Offense
85,HOU,CHOP BLOCK,Terry McAulay,Offense
25,HOU,DEFENSIVE HOLDING,Terry McAulay,Defense
87,HOU,DEFENSIVE HOLDING,Terry McAulay,Defense
93,HOU,DEFENSIVE PASS INTERFERENCE,Terry McAulay,Defense
54,HOU,ROUGHING THE PASSER,Terry McAulay,Defense
55,HOU,FACE MASK (15 YARDS),Terry McAulay,Defense
66,IND,CHOP BLOCK,Terry McAulay,Offense
17,HOU,OFFENSIVE HOLDING,Ed Hochuli,Offense
66,HOU,OFFENSIVE HOLDING,Ed Hochuli,Offense
56,IND,DEFENSIVE PASS INTERFERENCE,Ed Hochuli,Defense
35,IND,ILLEGAL BLINDSIDE BLOCK,Ed Hochuli,Defense
87,IND,DEFENSIVE 12 ON-FIELD,Ed Hochuli,Defense
80,HOU,OFFENSIVE HOLDING,Ed Hochuli,Offense
8,IND,DEFENSIVE OFFSIDE,Ed Hochuli,Defense
47,IND,INTENTIONAL GROUNDING,Ed Hochuli,Offense
74,HOU,OFFENSIVE HOLDING,Ed Hochuli,Offense
30,IND,DEFENSIVE HOLDING,Ed Hochuli,Defense
53,IND,DEFENSIVE PASS INTERFERENCE,Ed Hochuli,Defense
53,IND,ILLEGAL USE OF HANDS,Ed Hochuli,Offense
39,HOU,RUNNING INTO THE KICKER,Ed Hochuli,Defense
21,IND,DEFENSIVE PASS INTERFERENCE,Ed Hochuli,Defense
84,HOU,NEUTRAL ZONE INFRACTION,Ed Hochuli,Defense
51,IND,FALSE START,Bill Vinovich,Offense
27,IND,OFFENSIVE HOLDING,Bill Vinovich,Offense
27,HOU,NEUTRAL ZONE INFRACTION,Bill Vinovich,Defense
82,HOU,RUNNING INTO THE KICKER,Bill Vinovich,Defense
38,HOU,DEFENSIVE 12 ON-FIELD,Bill Vinovich,Defense
60,IND,ILLEGAL USE OF HANDS,Bill Vinovich,Defense
43,IND,INELIGIBLE DOWNFIELD PASS,Bill Vinovich,Offense
23,IND,FALSE START,Bill Vinovich,Offense
13,HOU,OFFENSIVE HOLDING,Bill Vinovich,Offense
51,HOU,FALSE START,Bill Vinovich,Offense
25,HOU,OFFENSIVE HOLDING,Bill Vinovich,Offense
88,IND,OFFENSIVE HOLDING,Bill Vinovich,Offense
68,HOU,FACE MASK (15 YARDS),Bill Vinovich,Defense
97,IND,DEFENSIVE PASS INTERFERENCE,Bill Vinovich,Defense
36,HOU,OFFENSIVE HOLDING,Bill Vinovich,Offense
82,IND,ILLEGAL FORMATION,Bill Vinovich,Offense
69,IND,DEFENSIVE HOLDING,Brad Allen,Defense
74,IND,DEFENSIVE 12 ON-FIELD,Brad Allen,Defense
46,IND,FALSE START,Brad Allen,Offense
67,HOU,DEFENSIVE PASS INTERFERENCE,Brad Allen,Defense
78,IND,RUNNING INTO THE KICKER,Brad Allen,Defense
32,HOU,FACE MASK (15 YARDS),Brad Allen,Defense
33,IND,OFFENSIVE HOLDING,Brad Allen,Offense
25,HOU,DEFENSIVE 12 ON-FIELD,Brad Allen,Defense
54,IND,OFFENSIVE HOLDING,Brad Allen,Offense
